Name,Owner,Address,Latitude,Longitude,Year
King and Queen,Baverstock George,30 Norton Folgate  London ,51.5214328,-0.0784724,1839
Phoenix,Price William,26 Norton Folgate  London ,51.5214328,-0.0784724,1839
Dukes Head,Bruce & Gibbons,28 Norton Folgate  London ,51.5214328,-0.0784724,1839
Middleton Arms,Boxall Jno,38 Norton Folgate  London ,51.5214328,-0.0784724,1839
Unicorn,Griffin William Hudson,35 Shoreditch  London ,51.5291439,-0.0784605,1839
Red Lion,Bare John,17 Bevis Marks  London ,51.5145542,-0.078397,1839
Coopers Arms,Sheerman John,21 Trinity Square  London ,51.5096669,-0.0783902,1839
Bell,Corss William,134 High Street Shoreditch London ,51.5264934,-0.0783106,1839
Ship and Rising Sun,Rumsey William,134 High Street Shadwell London ,51.5264934,-0.0783106,1839
Cheshire Cheese,Blake Jos,48 Crutched Friars  London ,51.5114347,-0.0783016,1839
Britannia,Read George,15 Artillery passage  London ,51.5185893,-0.0782802,1839
Golden Eagle,Blay Edward Henry,234 High Street Shadwell London ,51.5219566,-0.0782586,1839
Lord Lovat,Fraser Chas,245 Jihj Street Shadwell London ,51.5219566,-0.0782586,1839
Ship,Law John,242 High Street Shoreditch London ,51.5219566,-0.0782586,1839
Crown,Turner Samuel,226 High Street Shoreditch London ,51.5225011,-0.0782173,1839
Kings Arms,Hobbs James,124 High Street Hoxton London ,51.5270041,-0.0782161,1839
Green Man,Layton Henry,128 High Street Hoxton London ,51.5268019,-0.0782091,1839
Star & Garter,Wilford George,125 Shoreditch  London ,51.5269462,-0.0781902,1839
White Swan,Riddell George,225 High Street Shadwell London ,51.5225649,-0.0781755,1839
George & Dragon,Jackson Margaret,192 High Street Shadwell London ,51.526368,-0.078042,1839
Gun,Chamberlain John,117 Shoreditch  London ,51.5266143,-0.0780075,1839
Jane Shore,Golding H,103 Shoreditch  London ,51.52631,-0.0780036,1839
Globe and Pigeons,Mason George,140 High Street Shadwell London ,51.526535,-0.077886,1839
Old Cherry Tree,Clakre Chas,41 Kingsland Road  London ,51.5293647,-0.0778376,1839
Hoop and Grapes,Tomkins John,14 Widgate Street  London ,51.5179941,-0.07783,1839
Horse and Trumpeter,Irwick Edward,Crutched Friars  London ,51.51138,-0.0777955,1839
George,Gill Francis,84 Fenchurch Street  London ,51.5129727,-0.077795,1839
George,Robinson Stephen Thos,207 Shoreditch  London ,51.523448,-0.0777789,1839
Dun Cow,Applegate Stephen,11 Kingsland Road  London ,51.5277012,-0.0777766,1839
New Grapes,Willard Henry,82 Fenchurch Street  London ,51.513183,-0.0777282,1839
Coventry Cross,Reeng J,10 Sandys Row  London ,51.5179363,-0.077674,1839
Holy Well,Skipper Robert,165 Shoreditch  London ,51.5250049,-0.077662,1839
Fellmongers Arms,Woodmot James,Crimscott Street Grange Road London ,51.4954253,-0.0776291,1839
Sampsons Castle,Soulby William,Grange Road  London ,51.4954253,-0.0776291,1839
Horns & Two Brewers,Shaw Jesses,Grange Road  London ,51.4954253,-0.0776291,1839
Horse Shoe,Manketelow William,Grange Road  London ,51.4954253,-0.0776291,1839
Admiral Keppel,Budd Geo,158 Shoreditch  London ,51.5247155,-0.0776144,1839
White Hart,Baker Thomas,46 Kingsland Road  London ,51.5294629,-0.0775489,1839
Swan,Griffin Thomas,196 Shoreditch  London ,51.5236906,-0.0775407,1839
White Hart,Cockburn Matthew,32 high Street Shadwell London ,51.522644,-0.077539,1839
Marquess of Granby,Downing Joseph,Iron Gate Tower London ,51.5142375,-0.0775244,1839
George & Dragon,Stanner Richard,1 Hackney Road  London ,51.5272905,-0.0775135,1839
Horns,Taplin George,1 Hackney Road  London ,51.5272905,-0.0775135,1839
Kings Arms,Felton Richard,294 Kent Street Borough London ,51.488509,-0.0775052,1839
Fountain,Lovegrove Thomas,88 Shoreditch  London ,51.5253376,-0.0774974,1839
Spread Eagle,Taylor Robert,199 Kingsland Road  London ,51.5330629,-0.0774954,1839
Nags Head,Gavill Jane,137 Houndsditch  London ,51.5145413,-0.077457,1839
City of Carlisle,Sacker Jos,99 Shoresditch  London ,51.5253646,-0.0773792,1839
Dutchess of York,Castle Samuel,90 Kingsland Road  London ,51.5298703,-0.077357,1839
Spotted Dog,Heritage Thomas,197 Shoreditch  London ,51.5237218,-0.0772975,1839
Star and Woolpack,Skinner __,72 Kingsland Road  London ,51.5293304,-0.0772939,1839
Coopers Arms,Harvey John,298 Kent Street Borough London ,51.488497,-0.0772767,1839
Kings Arms,Maxwell David,140 Houndsditch  London ,51.5144404,-0.0772644,1839
Two Brewers,Cooke Algernon Sidney,Stoney Lane  London ,51.5152337,-0.0772634,1839
Lamb and Lark,Pryor William,5 Printinghouse Lane  London ,51.5275836,-0.0772286,1839
Red Lion,Tappen Thos Trebble,41 High Street Hoxton London ,51.5241235,-0.077222,1839
Two Brewers,Gill William C,11 Shoreditch  London ,51.5241235,-0.077222,1839
India Arms,Mackenzie Alex,110 Broad Street Ratcliff London ,51.369289,-0.0771646,1839
Pitts Head,Harrison Francis,98 Broad Street Ratcliff London ,51.369289,-0.0771646,1839
Queens Head,Smith Magnus,67 Broad Street Ratcliff London ,51.369289,-0.0771646,1839
Vine Tavern,Chamberlain Robert,84 Broad Street Ratcliff London ,51.369289,-0.0771646,1839
Three Tuns,Jolly Samuel Chas,62 Broad Street Ratcliff London ,51.369289,-0.0771646,1839
Bull,Price Charles James,179 Kingsland road  London ,51.5327606,-0.077162,1839
Ship Aground,Atkinson William,44 Broad Street Ratcliff London ,51.3692884,-0.0771459,1839
Mercers Arms,Palmer William,44 Totton Street Stepney London ,51.5283011,-0.0771215,1839
Mail Coach,Fielder William,155 Kingsland Road  London ,51.5322159,-0.0771021,1839
Carpenters Arms,Smith James,131 Kingsland road  London ,51.5314758,-0.0770744,1839
City Arms,Coulston Peter,2 King Street Aldgate London ,51.5134079,-0.077063,1839
Hare,Hurry David,72 High Street Hoxton London ,51.5246628,-0.0770032,1839
St Leonards,Norman William,72 Shoreditch  London ,51.5246628,-0.0770032,1839
Duke of Clarence,Holder Alfred,19 Hackney Road  London ,51.5274678,-0.0769893,1839
White Horse,Dell James,64 Shoreditch  London ,51.5242006,-0.0769645,1839
Angel,Jolly Rebecca,29 Broad Street Ratcliff London ,51.3711162,-0.0769343,1839
Basing House,Guest Thos,172 Kingsland Road  London ,51.5336614,-0.07693,1839
Black Lion,Asher Isaac,99 Middlesex Street  London ,51.5163277,-0.0768935,1839
Bull,Edwards H. J.,190 Kingsland road  London ,51.5343566,-0.0768471,1839
Acton Arms,Spering Edward,Acton Place Kingsland Road London ,51.5372229,-0.0768076,1839
Lamb,Bumstead John,Lams Place Kingsland Road London ,51.5372229,-0.0768076,1839
Pearsons Arms,Badder Henry,1 Pearson Street Kingsland Road London ,51.5372229,-0.0768076,1839
Victory,Worboys Sarah,Orchard Place Kingsland Road London ,51.5372229,-0.0768076,1839
White Bear,Dudley Edward,Kingsland Road  London ,51.5372229,-0.0768076,1839
Fox,Bretton Robert,Kingsland Crescent  London ,51.5372229,-0.0768076,1839
Kings Head,Millidge Jno,Watts Buildings Kingsland Road London ,51.5372229,-0.0768076,1839
Stags Head,Brand William,Canal Street Kingsland Road London ,51.5372229,-0.0768076,1839
Rising Sun,Bellingham Jas,20 Hackney Road Crescent  London ,51.5275542,-0.0767955,1839
George,Wilson Mary Ann,Somerset Street Aldgate London ,51.5135133,-0.0767823,1839
King of Prussia,Lenton Wm,94 MIddlesex Street Aldgate London ,51.5135133,-0.0767823,1839
St James Tavern,Phillips Alexander,33 Duke Street Aldgate London ,51.5135133,-0.0767823,1839
Black Horse,Lee Michael,Middlesex Street Aldgate London ,51.5135133,-0.0767823,1839
Grapes,Sawyer Joseph,13 Church Row Aldgate London ,51.5135133,-0.0767823,1839
Gun and Star,Mendoza Isaac,50 Middlesex Street Aldgate London ,51.5135133,-0.0767823,1839
Horns,Osmond Wm,28 Middlesex Street Aldgate London ,51.5135133,-0.0767823,1839
Mitre,Archer Richard,3 Mitre Street Aldgate London ,51.5135133,-0.0767823,1839
Roebuck,Watkins William,48 Duke Street Aldgate London ,51.5135133,-0.0767823,1839
Ship,Story Henry Jas,3 Somerset Street Aldgate London ,51.5135133,-0.0767823,1839
Old Axe,Wilkins Thomas,22 Hackney Road  London ,51.5276271,-0.0766907,1839
Hope,Eason William,13 Jewry Street  London ,51.5122872,-0.0766567,1839
Peacock,Morrison Thomas,9 Bethnal Green  London ,51.5234821,-0.0766429,1839
Blue Anchor,Hartley John Thomas,Middlesex street  London ,51.5164489,-0.0766375,1839
Bunch of Grapes,Wilson John,5 George street Jewry street London ,51.5129408,-0.0766255,1839
Lamb and Flag,Peacock George,2 Crutched Friars  London ,51.5121668,-0.0766191,1839
Southwark Arms,Clarke George,Cobourg Place Borough London ,51.485381,-0.0765413,1839
Camdens Head,Cooper & Co.,11 Camden row Bethnal Green London ,51.5234743,-0.0765103,1839
Three Tuns,Meagre William,36 Jewry Street  London ,51.5133965,-0.0764819,1839
Golden Anchor,Ashton Wm,50 Gravel Lane  London ,51.5153629,-0.0764407,1839
Golden Lion,Bothwell James,42 Gravel Lane  London ,51.5153629,-0.0764407,1839
Kings Head,Roundtree Edward,47 Gravel Lane  London ,51.5153629,-0.0764407,1839
White Hart,Browne Elizabeth,21 Gravel Lane  London ,51.5153629,-0.0764407,1839
Red Lion,Atkinson Samuel,13 Horselydown Lane  London ,51.5033543,-0.0763564,1839
Pauls Head,Cruttenden Jno,1 Crispin Street  London ,51.518783,-0.076343,1839
Will Summers,Gower Jos,25 Crispin Street  London ,51.518783,-0.076343,1839
Anchor,Burgin John,Horselydown lane  London ,51.50341,-0.0763194,1839
Hope,Emery Aaron,15 Gravel Lane Borough London ,51.5154812,-0.0762594,1839
Cheshire Cheese,Skinner William,16 Fleur de LisCourt City London ,51.5216494,-0.0761947,1839
Mitre,Shaw John,242 Tooley Street Borough London ,51.5014532,-0.0760469,1839
Old George,Harrower Alexander,31 Trinity Square Tower Hill London ,51.5095596,-0.0759771,1839
Black Horse,Cropley Edward,6 Queen street Tower Hill London ,51.5095596,-0.0759771,1839
Crooked Billet,Garrett William,Little Hill Street Tower Hill London ,51.5095596,-0.0759771,1839
Hoop and Horse Shoe Tavern,Cansdell Thomas,10 Queen Street Tower Hill London ,51.5095596,-0.0759771,1839
Rose & Crown,Clarke George Jno,18 Queen Street Tower Hill London ,51.5095596,-0.0759771,1839
Ship and Star,Remnant William,4 Sparrow Corner Tower Hill London ,51.5095596,-0.0759771,1839
Sun,Garland John,7 Sharps Buildings Tower Hill London ,51.5095596,-0.0759771,1839
Rose & Crown,McKenzie George,78 Aldgate High Street  London ,51.5137845,-0.0759573,1839
Prince and Princess,Barker John Pope,3 Gravel Lane Borough London ,51.5156951,-0.0759315,1839
Fox,Dansie Crown,1 White Street Borough London ,51.5181326,-0.0759165,1839
George,Annett Lewis,1 Gravel Lane Boro London ,51.515714,-0.0759025,1839
Hand and Flower,Stevens William,1 Gravel Lane  London ,51.515714,-0.0759025,1839
Carpenters Arms,Stevens Robert,32 Burton street Burton crescent London ,51.7112987,-0.0758622,1839
Angel,King Isabella,165 Old Gravel Lane  London ,51.5157762,-0.0757813,1839
Bulls Head,Walker Edward,Old Gravel lane  London ,51.5157762,-0.0757813,1839
Duke William,Rendle William,Old Gravel Lane  London ,51.5157762,-0.0757813,1839
Hat and Feathers,Brampton Thomas,Gravel Lane Borough London ,51.5157762,-0.0757813,1839
Old White Lion,Salter John,Old Gravel Lane  London ,51.5157762,-0.0757813,1839
Red Lion,Rogers Robert Jos,152 Old Gravel Lane  London ,51.5157762,-0.0757813,1839
Ship,Fleming David,46 Old Gravel Lane Wapping London ,51.5157762,-0.0757813,1839
Ship & Unicorn,Bradey William,109 New Gravel Lane Wapping London ,51.5157762,-0.0757813,1839
Three Swedish Crowns,Plumber William,Old Gravel Lane  London ,51.5157762,-0.0757813,1839
White Hart,Marr Geo,96 Pennington Street Old Gravel Lane London ,51.5157762,-0.0757813,1839
White Lion,Salter John,153 Old Gravel Lane  London ,51.5157762,-0.0757813,1839
White Swan,White Thomas,161 Old Gravel Lane  London ,51.5157762,-0.0757813,1839
Fountain,Page Elizabeth Mary,17 Minories  London ,51.5130083,-0.0756787,1839
Vine,Cockerton John,25 Minories  London ,51.5134784,-0.0756726,1839
King Johns Head,Groombridge John,Abbey Street Bermondsey London ,51.4978364,-0.0756578,1839
Kings Arms,Cannon Thomas,Abbey Street Bethnal Green London ,51.4978364,-0.0756578,1839
Turks Head,Brown Mary Ann,72 Aldgate High Street  London ,51.513932,-0.0754895,1839
Dreadnought,Fox John,1 Middlesex street  London ,51.5153662,-0.0754659,1839
White Horse,Meredith John,21 Wheeler Street  London ,51.5216168,-0.0754605,1839
George,Bunn Richard,1 Goodmans Yard Minories London ,51.5117809,-0.0753812,1839
Angel,Simmons William,14 John Street Minories London ,51.5117809,-0.0753812,1839
Ben Jonsons Head,Worrall Elizabeth,Goodmans Yard Minories London ,51.5117809,-0.0753812,1839
Green Man,Morris George,34 Mansell Street Minories London ,51.5117809,-0.0753812,1839
Swan,Johnson Delebere,Swan Street Minories London ,51.5117809,-0.0753812,1839
Two Sawyers,Baxter John,4 Redgate Court Minories London ,51.5117809,-0.0753812,1839
Peacock,Swan William,41 Minories  London ,51.5118823,-0.0753797,1839
Three Lords,Crosson George,27 Minories  London ,51.5124809,-0.0753397,1839
Cross Keys,Sculley David,28 Wentworth Street  London ,51.5165768,-0.0753145,1839
Butchers Arms,Watson William,4 South street Spitalfields London ,51.5191925,-0.0752872,1839
Unicorn,Saunders Frederick,84 High Street Hoxton London ,51.5486184,-0.0752087,1839
Railroad Tavern,Homer My,107 Minories  London ,51.5109102,-0.0751335,1839
Woolpack,Sharpe Edward,94 Minories  London ,51.5109102,-0.0751335,1839
Black Dog,Farrington Geo,45 Church Street Shoreditch London ,51.5245044,-0.0750705,1839
Coach & Horses,Shersby William,56 Minories  London ,51.5114329,-0.074997,1839
Two Brewers,Thompson Robert,Whites Row Whitechapel London ,51.5183034,-0.0749712,1839
Black Swan,Bycott Benjamin,39 Wentworth Street  London ,51.5168816,-0.0749359,1839
Grapes,Hill John,51 Gainsford Street Borough London ,51.5027215,-0.0748698,1839
Admiral Vernon,Burbridge Joseph,New Nichols Street Shoreditch London ,51.524814,-0.0748516,1839
Five Ink Horns,Brampton Thomas,New Nichols Street Shoreditch London ,51.524814,-0.0748516,1839
Van Tromp,Cross Sarah,53 Church Street Shoreditch London ,51.5245529,-0.0747567,1839
India Arms,Dullex Owen,62 Gainsford Street Borough London ,51.5026602,-0.0746553,1839
Knave of Clubs,Goward Pearson,25 Club Row Shoreditch London ,51.5247876,-0.0743468,1839
Jacobs Well,Noquet Isaac,62 Church Street Shoreditch London ,51.5244584,-0.0741757,1839
Essex Coffee House,Stammers Edward,41 Aldgate High Street  London ,51.514444,-0.0740996,1839
Queens Head,Miller Isaac,5 King Street Tower Hill London ,51.509755,-0.0740422,1839
Portobello,Baker David,3 Turville Street  London ,51.5247577,-0.0736287,1839
City of Norwich,Bowler Jno,Wentworth Street  London ,51.5169409,-0.0734256,1839
Bulls Head,Wooley William,148 Whitechapel High street  London ,51.5146957,-0.0733768,1839
Coach & Horses,Plant Edward,140 Whitechapel High Street  London ,51.5146957,-0.0733768,1839
Horns,Dyer Martha,16 Whitechapel High Street  London ,51.514722,-0.0732035,1839
Swan,Bundock George,20 High Street Whitechapel London ,51.514722,-0.0732035,1839
Duke of Sussex,Wallis Wm,Bridge Place Haggerstone London ,51.5384931,-0.0729632,1839
Ship and Camel,Eden John,17 Fashion Street Bermondsey London ,51.5185102,-0.0729553,1839
Fleece,Clarke John,11 Duke Street Upper Stamford Street London ,51.569654,-0.0728687,1839
Crown,Drew Chas,182 Church Street Shoreditch London ,51.5246878,-0.0726929,1839
Kings Head,Cresswell S H,186 Church Street Shoreditch London ,51.5246878,-0.0726929,1839
Cripplegate Arms,Constable Susannah,25 Tenter Street Finsbury London ,51.5125734,-0.0726922,1839
Earl Grey,Gable john,88 Bethnal Green Road  London ,51.5244275,-0.0726889,1839
Three Brewers,Fullet Henry William,1 Norfolk Place Islington London ,51.5769373,-0.0725352,1839
Watermans Arms,Edwards John,7 Dockhead  London ,51.5002241,-0.0724099,1839
Yorkshire Grey,Martin Geo Wm,42 High Street Whitechapel London ,51.5149814,-0.0723526,1839
Cock,Williams John,45 Whitechapel High Street  London ,51.5149814,-0.0723526,1839
Hat and Flower,Higgs Charles,44 High Street Whitechapel London ,51.5149814,-0.0723526,1839
Tailors Arms,Henshaw Jno,Shad Thames Borough London ,51.5020446,-0.0723283,1839
Rose & Crown,Monk J W,Shad Thames  London ,51.5020446,-0.0723283,1839
Ship,King John,Shad Thames  London ,51.5020446,-0.0723283,1839
Marquess Cornwallis,Hart William,72 Bethnal Green Road  London ,51.5244104,-0.0723019,1839
Two Brewers,Randall Jem,Brick Street Park Lane London ,51.5217064,-0.0722893,1839
Ship,Crew George,6 Bacon Street Shoreditch London ,51.52404,-0.0722213,1839
White Bear,Waterman Thomas,19 Kent Street Borough London ,51.5335786,-0.0721742,1839
Whittington & Cat,Hotchkiss Jno,35 High Street Whitechapel London ,51.5147582,-0.0721563,1839
Old Pitts Head,Potter James,Tyssen Street Shoreditch London ,51.5462648,-0.0721023,1839
Green Gate,Carter Wm,101 Bethnal Green Road  London ,51.524753,-0.0720106,1839
Star & Garter,Hancock Chas,Necking Street Bermondsey London ,51.4981957,-0.0720041,1839
Black Eagle,Johnston Alex,63 Brick Lane  London ,51.5196272,-0.0719798,1839
Seven Stars,Webb George,111 High Street Whitechapel London ,51.5151401,-0.0719647,1839
George & Guy,Martin Geo,193 Brick Lane  London ,51.5254401,-0.0719469,1839
Star,Hewterson Thomas,108 Wentworth Street Whitechapel London ,51.5170965,-0.0718855,1839
Feathers,Beck Charles,Dockhead  London ,51.500286,-0.0718815,1839
George,Phillips Richard,Georges Row Dockhead London ,51.500286,-0.0718815,1839
Marquess of Wellington,Messenger John,Gedling Street Dockhead London ,51.500286,-0.0718815,1839
Queens Head,Poore James,19 Fashion Street Dockhead London ,51.500286,-0.0718815,1839
Kings Arms,Maryon Hny,Hickmans Folly Dockhead London ,51.500286,-0.0718815,1839
Old Margate Town,Burrows William,Georges Row Dockhead London ,51.500286,-0.0718815,1839
Prince of Orange,Baker Jas,Mill Street Dockhead London ,51.500286,-0.0718815,1839
Red Lion,Worth George,Dockhead  London ,51.500286,-0.0718815,1839
Ship Aground,Drage Edward,Water Lane Dockhead London ,51.500286,-0.0718815,1839
Stave Porters,Fitch Ann,Jacob Street Dockhead London ,51.500286,-0.0718815,1839
White Hart,Hayley T S,Hickmans Folly Dockhead London ,51.500286,-0.0718815,1839
Rose & Crown,Finan Thomas,78 Wentworth Street  London ,51.5169651,-0.071869,1839
Queens Arms,Shaw James,Spa Road Bermondsey London ,51.4958526,-0.0718192,1839
Crown,Oliver William,Spa Road Borough London ,51.4958526,-0.0718192,1839
Adam & Eve,Brown J,134 Brick Lane Whitechapel London ,51.5206018,-0.0717426,1839
Queens Head,Towler George,1 Fleet Street Brick Lane London ,51.5219897,-0.0716927,1839
Ram and Magpie,Hampstead Samuel,Fleet Street Brick Lane London ,51.5219897,-0.0716927,1839
Seven Stars,Cannell Robert,3 Fleet Street Brick Lane London ,51.5219897,-0.0716927,1839
White Horse,Fox Henry,45 Spicer Street Brick Lane London ,51.5219897,-0.0716927,1839
Park Coffee Hose,Hine Joseph,30 Worcester Street Southwark London ,51.4128175,-0.0716664,1839
Flower Pot,Cross Henry George,133 Brick lane Whitechapel London ,51.5237832,-0.0715849,1839
Ship,Liquorish Thomas,11 Anthony Street  London ,51.386975,-0.0714324,1839
Three Cranes,Dosschee Henry,194 Brick Lane Whitechapel London ,51.5239157,-0.0714283,1839
Marquess of Granby,Wyatt James,17 Brick Street Park Lane London ,51.5181594,-0.0712793,1839
White Horse,Compton George,50 Brick Lane Old Street London ,51.518499,-0.0712231,1839
Bricklayers Arms,Robbins Samuel,12 Parkers row Boro London ,51.4999774,-0.0711236,1839
Dukes Head,Jackson James,53 Chamber Street  London ,51.5110859,-0.0710458,1839
One Tun,Young Joseph,16 Coventry Court  London ,51.3982591,-0.0710427,1839
Garrick Tavern,Conquest Benjamin Oliver,25 Leman Street  London ,51.5142869,-0.0710416,1839
White Swan,Helmeken Claus,36 Great Alie Street  London ,51.5137426,-0.0710145,1839
Devonshire Arms,Pritchard J,21 Duke Street Portland Place London ,51.3974182,-0.0709686,1839
Red Lion & Spread Eagle,Weller James,94 Whitechapel High Street  London ,51.5155024,-0.0709559,1839
Woolpack,Cory John,14 Brick Lane St Lukes London ,51.5176698,-0.07092,1839
Bell,Mogge David,20 Brick lane Whitechapel London ,51.5179046,-0.070911,1839
Three Compasses,Abley Benjamin,1 Brick Lane Whitechapel London ,51.5175034,-0.0709074,1839
White Hart,Jones Richard,89 High Street Whitechapel London ,51.5158493,-0.0708187,1839
Phoenix,Maxwell John,16 Upper East Smithfield  London ,51.5085824,-0.0707667,1839
Coopers Arms,Williams Matthew,16 West Street Smithfield London ,51.5085824,-0.0707667,1839
Man in the Moon,Mercer Robert Roe,Colchester Street Whitechapel London ,51.5139486,-0.0707284,1839
Crown,Pink Stephen,Rupert Street Whitechapel London ,51.5139486,-0.0707284,1839
Black Horse,Calton Charles,Leman Street  London ,51.5138589,-0.0706654,1839
White Hart,Ward Jonathan,Hooper Square Leman Street London ,51.5138589,-0.0706654,1839
Albion,Willard G E,Lower East Smithfield  London ,51.5083844,-0.0706521,1839
Edinborough Castle,Hayward Joseph,Lower East Smithfield  London ,51.5083844,-0.0706521,1839
St Andrew,Air Robert,Lower East Smithfield  London ,51.5083844,-0.0706521,1839
Bulls Head,Double William,Lower East Smithfield  London ,51.5083844,-0.0706521,1839
Cock & Lion,Seale Richard Charles,Lower east Smithfield  London ,51.5083844,-0.0706521,1839
Hoy & Helmet,Bridge Peter,Lower East Smithfield  London ,51.5083844,-0.0706521,1839
Sir Sidney Smith,Moggee Hy,Dock Street East Smithfield London ,51.5083844,-0.0706521,1839
White Hart,Cobb William Sims,52 Leman Street  London ,51.513472,-0.0706053,1839
Half Moon,Yardley William,Bacon Street Shoreditch London ,51.5240916,-0.0705488,1839
Greyhound,Evans Evan,6 Brick Street Park Lane London ,51.5174814,-0.0705413,1839
White Lion,Johnson Benjamin,6 Brick Lane Old Street London ,51.5174814,-0.0705413,1839
Angel,Gilman Thos,85 High Street Whitechapel London ,51.515943,-0.0705321,1839
Osborn Arms,Baker William,Heneage Street  London ,51.5189229,-0.0705186,1839
Feathers,Druce William,Commercial Road Lambeth London ,51.5154292,-0.0704363,1839
Bee Hive,Evans Thos,King Street Commercial Road east London ,51.5154292,-0.0704363,1839
Dover Castle,Challands Bennett,36 Commercial Road Lambeth London ,51.5154292,-0.0704363,1839
Kings Head,Fletcher John,Kings Place Commercial Road London ,51.5154292,-0.0704363,1839
Rose & Crown,Clarke Ann,19 Commercial Road Lambeth London ,51.5154292,-0.0704363,1839
White Swan,Roberts Thos,Waterloo Terrace Commercial Road east London ,51.5154292,-0.0704363,1839
Kentish Drovers,Plant John,Walters Buildings Old Kent Road London ,51.4855624,-0.0704065,1839
Shard Arms,Thompson John,Peckham Wharf Old Kent Road London ,51.4855624,-0.0704065,1839
World Turned Upside Down,Avery James,Canal Bridge Old Kent Road London ,51.4855624,-0.0704065,1839
Bricklayers Arms,Sambrook Thos.,Gloster place Old Kent road London ,51.4855624,-0.0704065,1839
Castle,Boorman Jas.,Youl’s place Old Kent road London ,51.4855624,-0.0704065,1839
Dun Cow,Phillips James,Northampton Place Old Kent Road London ,51.4855624,-0.0704065,1839
Gloucester Arms,Homer john,27 Mason Street Old Kent Road London ,51.4855624,-0.0704065,1839
Green Man,Brown John,Surrey Place Old Kent Road London ,51.4855624,-0.0704065,1839
Kings Arms,Meade Joshua,Old Kent Road  London ,51.4855624,-0.0704065,1839
Lord Nelson,Johnson Jos,Cobourg Place Old Kent Road London ,51.4855624,-0.0704065,1839
Lord Wellington,Everson & Field,Old Kent Road  London ,51.4855624,-0.0704065,1839
Rising Sun,England Henry,Old Kent Road  London ,51.4855624,-0.0704065,1839
Surrey Arms,Callaway Mary,Surrey Square Old Kent Road London ,51.4855624,-0.0704065,1839
Swan,Elgee John,Cornbury Place Old Kent Road London ,51.4855624,-0.0704065,1839
Crown,Wells Christopher,60 High Street Shadwell London ,51.4732126,-0.0703973,1839
Archer,Passmore Robert,Osborn Street  London ,51.5169878,-0.0702981,1839
Horse and Leaping Bar,Blake John,58 Whitechapel High Street  London ,51.515785,-0.0701423,1839
Red Lion,King George,81 Chamber Street  London ,51.5112526,-0.0700564,1839
Pitmans Arms,Jackson Richard,1 Pitmans Buildings St Lukes London ,51.4980098,-0.0700305,1839
Compasses,Jones John,14 Anchor Street Shoreditch London ,51.5096489,-0.0699473,1839
Lebecks Head,Genge Thomas,75 High Street Shadwell London ,51.5161515,-0.0699333,1839
Britannia,Rider Francis,Marine street Borough London ,51.4971343,-0.0696407,1839
White Lion,Turner Thomas,68 High Street Shadwell London ,51.5158791,-0.0696382,1839
Grapes,Cook George,14 White Street Borough London ,51.6036023,-0.0696169,1839
Brown Bear,Pile William,89 Leman street  London ,51.5124685,-0.0695619,1839
Coal Meters Arms,Deacon Jas,32 Heath street Commercial Road London ,51.5149377,-0.0695267,1839
Elephant & Castle,Graham Elizabeth,Whitechapel High Street  London ,51.5161127,-0.0694831,1839
Duke of Wellington,Dismore Jeremiah,North Street Whitechapel London ,51.5161127,-0.0694831,1839
Rose & Crown,Raynor Jno William,Anns Place Cambridge Heath London ,51.5374544,-0.069327,1839
Old Commodore,Gronert John Geve,8 Old Montague Street Whitechapel London ,51.5175411,-0.0692969,1839
Prince of Wales,Fairfax Robert,14 Church Lane Whitechapel London ,51.5156892,-0.0691242,1839
Ship and Black Horse,Hobson Sarah,95 High Street Shadwell London ,51.473851,-0.0690873,1839
Europa,Willmott Ann,4 Church Street Rotherhithe London ,51.5158981,-0.0690644,1839
City of Carlisle,Smith Thomas,61 Rosemary lane  London ,51.5106632,-0.0690607,1839
Camdens Head,Dowley Josiah,Church lane Limehouse London ,51.51562,-0.0690502,1839
Horse and Groom,Newman John,Church Lane Whitechapel London ,51.51562,-0.0690502,1839
Ship,Barker Mary,Church Street Rotherhithe London ,51.51562,-0.0690502,1839
Castle,Tapscott Richard,12 Goodman’s stile  London ,51.5147603,-0.0687735,1839
Adam & Eve,Taylor John,High Street Peckham London ,51.4738466,-0.0686223,1839
Kentish Drovers,Tanner Thomas,High Street Peckham London ,51.4738466,-0.0686223,1839
Red Cow,Haynes Joseph,High Street Peckham London ,51.4738466,-0.0686223,1839
Britannia,Hayward Elizabeth,High street Peckham London ,51.4738466,-0.0686223,1839
Bull,Bawcomb William,High street Peckham London ,51.4738466,-0.0686223,1839
Crown,Balding William,High Street Peckham London ,51.4738466,-0.0686223,1839
Greyhound,Davis Wm,High Street Peckham London ,51.4738466,-0.0686223,1839
Nags Head,Kearney John,London Terrace Hackney Road London ,51.530888,-0.0685905,1839
Red Lion,Grotheer John,Blacklion Yard Whitechapel London ,51.5169274,-0.0684578,1839
Hanover Arms,Sayer Jas,Rye Lane Peckham London ,51.4698313,-0.0684014,1839
Three Crowns,Goodwin John,98 Upper East Smithfield  London ,51.5090909,-0.0682086,1839
Black Boy,McBlain George,88 Lower East Smithfield  London ,51.5090909,-0.0682086,1839
Hope & Anchor,Gill Thomas,109 Upper East Smithfield  London ,51.5090909,-0.0682086,1839
Man in Compass,Bouchard Richard,39 Chicksand Street Whitechapel London ,51.5188092,-0.0681914,1839
Red Cow,Rowley Charles,23 Charterhouse Lane  London ,51.5527611,-0.0680272,1839
